menu_category,menu_item,size,ingredient_name,qty_used,unit,recipe_type
Non-Coffee,Blueberry Milk,grande,Sealing Film,1,pc,base
Non-Coffee,Blueberry Milk,grande,Blueberry Syrup,20,ml,base
Non-Coffee,Blueberry Milk,venti,Milk,170,ml,base
Non-Coffee,Blueberry Milk,venti,Ice,250,g,base
Non-Coffee,Blueberry Milk,venti,Cup 22oz,1,pc,base
Non-Coffee,Blueberry Milk,venti,Sealing Film,1,pc,base
Non-Coffee,Blueberry Milk,venti,Blueberry Syrup,30,ml,base
Non-Coffee,Oreo Milk,grande,Milk,120,ml,base
Non-Coffee,Oreo Milk,grande,Ice,180,g,base
Non-Coffee,Oreo Milk,grande,Cup 16oz,1,pc,base
Non-Coffee,Oreo Milk,grande,Sealing Film,1,pc,base
Non-Coffee,Oreo Milk,grande,Oreo Crumbs,20,g,base
Non-Coffee,Oreo Milk,venti,Milk,170,ml,base
Non-Coffee,Oreo Milk,venti,Ice,250,g,base
Non-Coffee,Oreo Milk,venti,Cup 22oz,1,pc,base
Non-Coffee,Oreo Milk,venti,Sealing Film,1,pc,base
Non-Coffee,Oreo Milk,venti,Oreo Crumbs,28,g,base
Non-Coffee,Swissmiss,grande,Milk,120,ml,base
Non-Coffee,Swissmiss,grande,Ice,180,g,base
Non-Coffee,Swissmiss,grande,Cup 16oz,1,pc,base
Non-Coffee,Swissmiss,grande,Sealing Film,1,pc,base
Non-Coffee,Swissmiss,grande,Swiss Miss Powder,20,g,base
Non-Coffee,Swissmiss,venti,Milk,170,ml,base
Non-Coffee,Swissmiss,venti,Ice,250,g,base
Non-Coffee,Swissmiss,venti,Cup 22oz,1,pc,base
Non-Coffee,Swissmiss,venti,Sealing Film,1,pc,base
Non-Coffee,Swissmiss,venti,Swiss Miss Powder,28,g,base
Non-Coffee,Strawberry Oreo,grande,Milk,120,ml,base
Non-Coffee,Strawberry Oreo,grande,Ice,180,g,base
Non-Coffee,Strawberry Oreo,grande,Cup 16oz,1,pc,base
Non-Coffee,Strawberry Oreo,grande,Sealing Film,1,pc,base
Non-Coffee,Strawberry Oreo,grande,Strawberry Syrup,20,ml,base
Non-Coffee,Strawberry Oreo,grande,Oreo Crumbs,20,g,base
Non-Coffee,Strawberry Oreo,venti,Milk,170,ml,base
Non-Coffee,Strawberry Oreo,venti,Ice,250,g,base
Non-Coffee,Strawberry Oreo,venti,Cup 22oz,1,pc,base
Non-Coffee,Strawberry Oreo,venti,Sealing Film,1,pc,base
Non-Coffee,Strawberry Oreo,venti,Strawberry Syrup,30,ml,base
Non-Coffee,Strawberry Oreo,venti,Oreo Crumbs,28,g,base
Non-Coffee,Strawberry Matcha,grande,Milk,120,ml,base
Non-Coffee,Strawberry Matcha,grande,Ice,180,g,base
Non-Coffee,Strawberry Matcha,grande,Cup 16oz,1,pc,base
Non-Coffee,Strawberry Matcha,grande,Sealing Film,1,pc,base
Non-Coffee,Strawberry Matcha,grande,Strawberry Syrup,20,ml,base
Non-Coffee,Strawberry Matcha,grande,Matcha Powder,20,g,base
Non-Coffee,Strawberry Matcha,venti,Milk,170,ml,base
Non-Coffee,Strawberry Matcha,venti,Ice,250,g,base
Non-Coffee,Strawberry Matcha,venti,Cup 22oz,1,pc,base
Non-Coffee,Strawberry Matcha,venti,Sealing Film,1,pc,base
Non-Coffee,Strawberry Matcha,venti,Strawberry Syrup,30,ml,base
Non-Coffee,Strawberry Matcha,venti,Matcha Powder,28,g,base
Non-Coffee,Ube Milk,grande,Milk,120,ml,base
Non-Coffee,Ube Milk,grande,Ice,180,g,base
Non-Coffee,Ube Milk,grande,Cup 16oz,1,pc,base
Non-Coffee,Ube Milk,grande,Sealing Film,1,pc,base
Non-Coffee,Ube Milk,grande,Ube Powder,20,g,base
Non-Coffee,Ube Milk,venti,Milk,170,ml,base
Non-Coffee,Ube Milk,venti,Ice,250,g,base
Non-Coffee,Ube Milk,venti,Cup 22oz,1,pc,base
Non-Coffee,Ube Milk,venti,Sealing Film,1,pc,base
Non-Coffee,Ube Milk,venti,Ube Powder,28,g,base
Non-Coffee,Sea Salt Cocoa,grande,Milk,120,ml,base
Non-Coffee,Sea Salt Cocoa,grande,Ice,180,g,base
Non-Coffee,Sea Salt Cocoa,grande,Cup 16oz,1,pc,base
Non-Coffee,Sea Salt Cocoa,grande,Sealing Film,1,pc,base
Non-Coffee,Sea Salt Cocoa,grande,Cocoa Powder,20,g,base
Non-Coffee,Sea Salt Cocoa,venti,Milk,170,ml,base
Non-Coffee,Sea Salt Cocoa,venti,Ice,250,g,base
Non-Coffee,Sea Salt Cocoa,venti,Cup 22oz,1,pc,base
Non-Coffee,Sea Salt Cocoa,venti,Sealing Film,1,pc,base
Non-Coffee,Sea Salt Cocoa,venti,Cocoa Powder,28,g,base
Non-Coffee,Choco Salt Cocoa,grande,Milk,120,ml,base
Non-Coffee,Choco Salt Cocoa,grande,Ice,180,g,base
Non-Coffee,Choco Salt Cocoa,grande,Cup 16oz,1,pc,base
Non-Coffee,Choco Salt Cocoa,grande,Sealing Film,1,pc,base
Non-Coffee,Choco Salt Cocoa,grande,Cocoa Powder,20,g,base
Non-Coffee,Choco Salt Cocoa,venti,Milk,170,ml,base
Non-Coffee,Choco Salt Cocoa,venti,Ice,250,g,base
Non-Coffee,Choco Salt Cocoa,venti,Cup 22oz,1,pc,base
Non-Coffee,Choco Salt Cocoa,venti,Sealing Film,1,pc,base
Non-Coffee,Choco Salt Cocoa,venti,Cocoa Powder,28,g,base
Non-Coffee,Choco-Berry,grande,Milk,120,ml,base
Non-Coffee,Choco-Berry,grande,Ice,180,g,base
Non-Coffee,Choco-Berry,grande,Cup 16oz,1,pc,base
Non-Coffee,Choco-Berry,grande,Sealing Film,1,pc,base
Non-Coffee,Choco-Berry,grande,Cocoa Powder,20,g,base
Non-Coffee,Choco-Berry,venti,Milk,170,ml,base
Non-Coffee,Choco-Berry,venti,Ice,250,g,base
Non-Coffee,Choco-Berry,venti,Cup 22oz,1,pc,base
Non-Coffee,Choco-Berry,venti,Sealing Film,1,pc,base
Non-Coffee,Choco-Berry,venti,Cocoa Powder,28,g,base
Non-Coffee,Milky Biscoff,grande,Milk,120,ml,base
Non-Coffee,Milky Biscoff,grande,Ice,180,g,base
Non-Coffee,Milky Biscoff,grande,Cup 16oz,1,pc,base
Non-Coffee,Milky Biscoff,grande,Sealing Film,1,pc,base
Non-Coffee,Milky Biscoff,grande,Biscoff Spread,25,g,base
Non-Coffee,Milky Biscoff,venti,Milk,170,ml,base
Non-Coffee,Milky Biscoff,venti,Ice,250,g,base
Non-Coffee,Milky Biscoff,venti,Cup 22oz,1,pc,base
Non-Coffee,Milky Biscoff,venti,Sealing Film,1,pc,base
Non-Coffee,Milky Biscoff,venti,Biscoff Spread,35,g,base
Non-Coffee,Nutella,grande,Milk,120,ml,base
Non-Coffee,Nutella,grande,Ice,180,g,base
Non-Coffee,Nutella,grande,Cup 16oz,1,pc,base
Non-Coffee,Nutella,grande,Sealing Film,1,pc,base
Non-Coffee,Nutella,grande,Nutella Spread,25,g,base
Non-Coffee,Nutella,venti,Milk,170,ml,base
Non-Coffee,Nutella,venti,Ice,250,g,base
Non-Coffee,Nutella,venti,Cup 22oz,1,pc,base
Non-Coffee,Nutella,venti,Sealing Film,1,pc,base
Non-Coffee,Nutella,venti,Nutella Spread,35,g,base
Frappuccino,Macchiato,grande,Frappe Base,30,ml,base
Frappuccino,Macchiato,grande,Milk,100,ml,base
Frappuccino,Macchiato,grande,Ice,220,g,base
Frappuccino,Macchiato,grande,Cup 16oz,1,pc,base
Frappuccino,Macchiato,grande,Sealing Film,1,pc,base
Frappuccino,Macchiato,grande,Espresso Shot,1,shot,base
Frappuccino,Macchiato,venti,Frappe Base,40,ml,base
Frappuccino,Macchiato,venti,Milk,140,ml,base
Frappuccino,Macchiato,venti,Ice,300,g,base
Frappuccino,Macchiato,venti,Cup 22oz,1,pc,base
Frappuccino,Macchiato,venti,Sealing Film,1,pc,base
Frappuccino,Macchiato,venti,Espresso Shot,2,shot,base
Frappuccino,Caramel,grande,Frappe Base,30,ml,base
Frappuccino,Caramel,grande,Milk,100,ml,base
Frappuccino,Caramel,grande,Ice,220,g,base
Frappuccino,Caramel,grande,Cup 16oz,1,pc,base
Frappuccino,Caramel,grande,Sealing Film,1,pc,base
Frappuccino,Caramel,grande,Caramel Syrup,20,ml,base
Frappuccino,Caramel,venti,Frappe Base,40,ml,base
Frappuccino,Caramel,venti,Milk,140,ml,base
Frappuccino,Caramel,venti,Ice,300,g,base
Frappuccino,Caramel,venti,Cup 22oz,1,pc,base
Frappuccino,Caramel,venti,Sealing Film,1,pc,base
Frappuccino,Caramel,venti,Caramel Syrup,30,ml,base
Frappuccino,Dark Mocha,grande,Frappe Base,30,ml,base
Frappuccino,Dark Mocha,grande,Milk,100,ml,base
Frappuccino,Dark Mocha,grande,Ice,220,g,base
Frappuccino,Dark Mocha,grande,Cup 16oz,1,pc,base
Frappuccino,Dark Mocha,grande,Sealing Film,1,pc,base
Frappuccino,Dark Mocha,grande,Chocolate Syrup,20,ml,base
Frappuccino,Dark Mocha,venti,Frappe Base,40,ml,base
Frappuccino,Dark Mocha,venti,Milk,140,ml,base
Frappuccino,Dark Mocha,venti,Ice,300,g,base
Frappuccino,Dark Mocha,venti,Cup 22oz,1,pc,base
Frappuccino,Dark Mocha,venti,Sealing Film,1,pc,base
Frappuccino,Dark Mocha,venti,Chocolate Syrup,30,ml,base
Frappuccino,Coffee Crumble,grande,Frappe Base,30,ml,base
Frappuccino,Coffee Crumble,grande,Milk,100,ml,base
Frappuccino,Coffee Crumble,grande,Ice,220,g,base
Frappuccino,Coffee Crumble,grande,Cup 16oz,1,pc,base
Frappuccino,Coffee Crumble,grande,Sealing Film,1,pc,base
Frappuccino,Coffee Crumble,grande,Espresso Shot,1,shot,base
Frappuccino,Coffee Crumble,venti,Frappe Base,40,ml,base
Frappuccino,Coffee Crumble,venti,Milk,140,ml,base
Frappuccino,Coffee Crumble,venti,Ice,300,g,base
Frappuccino,Coffee Crumble,venti,Cup 22oz,1,pc,base
Frappuccino,Coffee Crumble,venti,Sealing Film,1,pc,base
Frappuccino,Coffee Crumble,venti,Espresso Shot,2,shot,base
Frappuccino,Coffee Fudge,grande,Frappe Base,30,ml,base
Frappuccino,Coffee Fudge,grande,Milk,100,ml,base
Frappuccino,Coffee Fudge,grande,Ice,220,g,base
Frappuccino,Coffee Fudge,grande,Cup 16oz,1,pc,base
Frappuccino,Coffee Fudge,grande,Sealing Film,1,pc,base
Frappuccino,Coffee Fudge,grande,Espresso Shot,1,shot,base
Frappuccino,Coffee Fudge,grande,Chocolate Syrup,20,ml,base
Frappuccino,Coffee Fudge,venti,Frappe Base,40,ml,base
Frappuccino,Coffee Fudge,venti,Milk,140,ml,base
Frappuccino,Coffee Fudge,venti,Ice,300,g,base
Frappuccino,Coffee Fudge,venti,Cup 22oz,1,pc,base
Frappuccino,Coffee Fudge,venti,Sealing Film,1,pc,base
Frappuccino,Coffee Fudge,venti,Espresso Shot,2,shot,base
Frappuccino,Coffee Fudge,venti,Chocolate Syrup,30,ml,base
Frappuccino,Almond Fudge,grande,Frappe Base,30,ml,base
Frappuccino,Almond Fudge,grande,Milk,100,ml,base
Frappuccino,Almond Fudge,grande,Ice,220,g,base
Frappuccino,Almond Fudge,grande,Cup 16oz,1,pc,base
Frappuccino,Almond Fudge,grande,Sealing Film,1,pc,base
Frappuccino,Almond Fudge,grande,Chocolate Syrup,20,ml,base
Frappuccino,Almond Fudge,grande,Almond Syrup,20,ml,base
Frappuccino,Almond Fudge,venti,Frappe Base,40,ml,base
Frappuccino,Almond Fudge,venti,Milk,140,ml,base
Frappuccino,Almond Fudge,venti,Ice,300,g,base
Frappuccino,Almond Fudge,venti,Cup 22oz,1,pc,base
Frappuccino,Almond Fudge,venti,Sealing Film,1,pc,base
Frappuccino,Almond Fudge,venti,Chocolate Syrup,30,ml,base
Frappuccino,Almond Fudge,venti,Almond Syrup,30,ml,base
Frappuccino,Mocha Jelly,grande,Frappe Base,30,ml,base
Frappuccino,Mocha Jelly,grande,Milk,100,ml,base
Frappuccino,Mocha Jelly,grande,Ice,220,g,base
Frappuccino,Mocha Jelly,grande,Cup 16oz,1,pc,base
Frappuccino,Mocha Jelly,grande,Sealing Film,1,pc,base
Frappuccino,Mocha Jelly,grande,Chocolate Syrup,20,ml,base
Frappuccino,Mocha Jelly,grande,Coffee Jelly,50,g,base
Frappuccino,Mocha Jelly,venti,Frappe Base,40,ml,base
Frappuccino,Mocha Jelly,venti,Milk,140,ml,base
Frappuccino,Mocha Jelly,venti,Ice,300,g,base
Frappuccino,Mocha Jelly,venti,Cup 22oz,1,pc,base
Frappuccino,Mocha Jelly,venti,Sealing Film,1,pc,base
Frappuccino,Mocha Jelly,venti,Chocolate Syrup,30,ml,base
Frappuccino,Mocha Jelly,venti,Coffee Jelly,70,g,base
Frappuccino,Coffee Jelly,grande,Frappe Base,30,ml,base
Frappuccino,Coffee Jelly,grande,Milk,100,ml,base
Frappuccino,Coffee Jelly,grande,Ice,220,g,base
Frappuccino,Coffee Jelly,grande,Cup 16oz,1,pc,base
Frappuccino,Coffee Jelly,grande,Sealing Film,1,pc,base
Frappuccino,Coffee Jelly,grande,Espresso Shot,1,shot,base
Frappuccino,Coffee Jelly,grande,Coffee Jelly,50,g,base
Frappuccino,Coffee Jelly,venti,Frappe Base,40,ml,base
Frappuccino,Coffee Jelly,venti,Milk,140,ml,base
Frappuccino,Coffee Jelly,venti,Ice,300,g,base
Frappuccino,Coffee Jelly,venti,Cup 22oz,1,pc,base
Frappuccino,Coffee Jelly,venti,Sealing Film,1,pc,base
Frappuccino,Coffee Jelly,venti,Espresso Shot,2,shot,base
Frappuccino,Coffee Jelly,venti,Coffee Jelly,70,g,base
Frappuccino,Nutella,grande,Frappe Base,30,ml,base
Frappuccino,Nutella,grande,Milk,100,ml,base
Frappuccino,Nutella,grande,Ice,220,g,base
Frappuccino,Nutella,grande,Cup 16oz,1,pc,base
Frappuccino,Nutella,grande,Sealing Film,1,pc,base
Frappuccino,Nutella,grande,Nutella Spread,25,g,base
Frappuccino,Nutella,venti,Frappe Base,40,ml,base
Frappuccino,Nutella,venti,Milk,140,ml,base
Frappuccino,Nutella,venti,Ice,300,g,base
Frappuccino,Nutella,venti,Cup 22oz,1,pc,base
Frappuccino,Nutella,venti,Sealing Film,1,pc,base
Frappuccino,Nutella,venti,Nutella Spread,35,g,base
Non-Coffee Frappe,Cookies & Cream,grande,Frappe Base,30,ml,base
Non-Coffee Frappe,Cookies & Cream,grande,Milk,100,ml,base
Non-Coffee Frappe,Cookies & Cream,grande,Ice,220,g,base
Non-Coffee Frappe,Cookies & Cream,grande,Cup 16oz,1,pc,base
Non-Coffee Frappe,Cookies & Cream,grande,Sealing Film,1,pc,base
Non-Coffee Frappe,Cookies & Cream,grande,Oreo Crumbs,20,g,base
Non-Coffee Frappe,Cookies & Cream,venti,Frappe Base,40,ml,base
Non-Coffee Frappe,Cookies & Cream,venti,Milk,140,ml,base
Non-Coffee Frappe,Cookies & Cream,venti,Ice,300,g,base
Non-Coffee Frappe,Cookies & Cream,venti,Cup 22oz,1,pc,base
Non-Coffee Frappe,Cookies & Cream,venti,Sealing Film,1,pc,base
Non-Coffee Frappe,Cookies & Cream,venti,Oreo Crumbs,28,g,base
Non-Coffee Frappe,Milo Cream,grande,Frappe Base,30,ml,base
Non-Coffee Frappe,Milo Cream,grande,Milk,100,ml,base
Non-Coffee Frappe,Milo Cream,grande,Ice,220,g,base
Non-Coffee Frappe,Milo Cream,grande,Cup 16oz,1,pc,base
Non-Coffee Frappe,Milo Cream,grande,Sealing Film,1,pc,base
Non-Coffee Frappe,Milo Cream,grande,Milo Powder,20,g,base
Non-Coffee Frappe,Milo Cream,venti,Frappe Base,40,ml,base
Non-Coffee Frappe,Milo Cream,venti,Milk,140,ml,base
Non-Coffee Frappe,Milo Cream,venti,Ice,300,g,base
Non-Coffee Frappe,Milo Cream,venti,Cup 22oz,1,pc,base
Non-Coffee Frappe,Milo Cream,venti,Sealing Film,1,pc,base
Non-Coffee Frappe,Milo Cream,venti,Milo Powder,28,g,base
Non-Coffee Frappe,Strawberry,grande,Frappe Base,30,ml,base
Non-Coffee Frappe,Strawberry,grande,Milk,100,ml,base
Non-Coffee Frappe,Strawberry,grande,Ice,220,g,base
Non-Coffee Frappe,Strawberry,grande,Cup 16oz,1,pc,base
Non-Coffee Frappe,Strawberry,grande,Sealing Film,1,pc,base
Non-Coffee Frappe,Strawberry,grande,Strawberry Syrup,20,ml,base
Non-Coffee Frappe,Strawberry,venti,Frappe Base,40,ml,base
Non-Coffee Frappe,Strawberry,venti,Milk,140,ml,base
Non-Coffee Frappe,Strawberry,venti,Ice,300,g,base
Non-Coffee Frappe,Strawberry,venti,Cup 22oz,1,pc,base
Non-Coffee Frappe,Strawberry,venti,Sealing Film,1,pc,base
Non-Coffee Frappe,Strawberry,venti,Strawberry Syrup,30,ml,base
Non-Coffee Frappe,Blueberry,grande,Frappe Base,30,ml,base
Non-Coffee Frappe,Blueberry,grande,Milk,100,ml,base
Non-Coffee Frappe,Blueberry,grande,Ice,220,g,base
Non-Coffee Frappe,Blueberry,grande,Cup 16oz,1,pc,base
Non-Coffee Frappe,Blueberry,grande,Sealing Film,1,pc,base
Non-Coffee Frappe,Blueberry,grande,Blueberry Syrup,20,ml,base
Non-Coffee Frappe,Blueberry,venti,Frappe Base,40,ml,base
Non-Coffee Frappe,Blueberry,venti,Milk,140,ml,base
Non-Coffee Frappe,Blueberry,venti,Ice,300,g,base
Non-Coffee Frappe,Blueberry,venti,Cup 22oz,1,pc,base
Non-Coffee Frappe,Blueberry,venti,Sealing Film,1,pc,base
Non-Coffee Frappe,Blueberry,venti,Blueberry Syrup,30,ml,base
Non-Coffee Frappe,Purple Yam,grande,Frappe Base,30,ml,base
Non-Coffee Frappe,Purple Yam,grande,Milk,100,ml,base
Non-Coffee Frappe,Purple Yam,grande,Ice,220,g,base
Non-Coffee Frappe,Purple Yam,grande,Cup 16oz,1,pc,base
Non-Coffee Frappe,Purple Yam,grande,Sealing Film,1,pc,base
Non-Coffee Frappe,Purple Yam,grande,Ube Powder,20,g,base
Non-Coffee Frappe,Purple Yam,venti,Frappe Base,40,ml,base
Non-Coffee Frappe,Purple Yam,venti,Milk,140,ml,base
Non-Coffee Frappe,Purple Yam,venti,Ice,300,g,base
Non-Coffee Frappe,Purple Yam,venti,Cup 22oz,1,pc,base
Non-Coffee Frappe,Purple Yam,venti,Sealing Film,1,pc,base
Non-Coffee Frappe,Purple Yam,venti,Ube Powder,28,g,base
Non-Coffee Frappe,Matcha Oreo,grande,Frappe Base,30,ml,base
Non-Coffee Frappe,Matcha Oreo,grande,Milk,100,ml,base
Non-Coffee Frappe,Matcha Oreo,grande,Ice,220,g,base
Non-Coffee Frappe,Matcha Oreo,grande,Cup 16oz,1,pc,base
Non-Coffee Frappe,Matcha Oreo,grande,Sealing Film,1,pc,base
Non-Coffee Frappe,Matcha Oreo,grande,Oreo Crumbs,20,g,base
Non-Coffee Frappe,Matcha Oreo,grande,Matcha Powder,20,g,base
Non-Coffee Frappe,Matcha Oreo,venti,Frappe Base,40,ml,base
Non-Coffee Frappe,Matcha Oreo,venti,Milk,140,ml,base
Non-Coffee Frappe,Matcha Oreo,venti,Ice,300,g,base
Non-Coffee Frappe,Matcha Oreo,venti,Cup 22oz,1,pc,base
Non-Coffee Frappe,Matcha Oreo,venti,Sealing Film,1,pc,base
Non-Coffee Frappe,Matcha Oreo,venti,Oreo Crumbs,28,g,base
Non-Coffee Frappe,Matcha Oreo,venti,Matcha Powder,28,g,base
Non-Coffee Frappe,Matcha Strawberry,grande,Frappe Base,30,ml,base
Non-Coffee Frappe,Matcha Strawberry,grande,Milk,100,ml,base
Non-Coffee Frappe,Matcha Strawberry,grande,Ice,220,g,base
Non-Coffee Frappe,Matcha Strawberry,grande,Cup 16oz,1,pc,base
Non-Coffee Frappe,Matcha Strawberry,grande,Sealing Film,1,pc,base
Non-Coffee Frappe,Matcha Strawberry,grande,Strawberry Syrup,20,ml,base
Non-Coffee Frappe,Matcha Strawberry,grande,Matcha Powder,20,g,base
Non-Coffee Frappe,Matcha Strawberry,venti,Frappe Base,40,ml,base
Non-Coffee Frappe,Matcha Strawberry,venti,Milk,140,ml,base
Non-Coffee Frappe,Matcha Strawberry,venti,Ice,300,g,base
Non-Coffee Frappe,Matcha Strawberry,venti,Cup 22oz,1,pc,base
Non-Coffee Frappe,Matcha Strawberry,venti,Sealing Film,1,pc,base
Non-Coffee Frappe,Matcha Strawberry,venti,Strawberry Syrup,30,ml,base
Non-Coffee Frappe,Matcha Strawberry,venti,Matcha Powder,28,g,base
Non-Coffee Frappe,Ube Oreo,grande,Frappe Base,30,ml,base
Non-Coffee Frappe,Ube Oreo,grande,Milk,100,ml,base
Non-Coffee Frappe,Ube Oreo,grande,Ice,220,g,base
Non-Coffee Frappe,Ube Oreo,grande,Cup 16oz,1,pc,base
Non-Coffee Frappe,Ube Oreo,grande,Sealing Film,1,pc,base
Non-Coffee Frappe,Ube Oreo,grande,Oreo Crumbs,20,g,base
Non-Coffee Frappe,Ube Oreo,grande,Ube Powder,20,g,base
Non-Coffee Frappe,Ube Oreo,venti,Frappe Base,40,ml,base
Non-Coffee Frappe,Ube Oreo,venti,Milk,140,ml,base
Non-Coffee Frappe,Ube Oreo,venti,Ice,300,g,base
Non-Coffee Frappe,Ube Oreo,venti,Cup 22oz,1,pc,base
Non-Coffee Frappe,Ube Oreo,venti,Sealing Film,1,pc,base
Non-Coffee Frappe,Ube Oreo,venti,Oreo Crumbs,28,g,base
Non-Coffee Frappe,Ube Oreo,venti,Ube Powder,28,g,base
Non-Coffee Frappe,Chocolate Chip Cream,grande,Frappe Base,30,ml,base
Non-Coffee Frappe,Chocolate Chip Cream,grande,Milk,100,ml,base
Non-Coffee Frappe,Chocolate Chip Cream,grande,Ice,220,g,base
Non-Coffee Frappe,Chocolate Chip Cream,grande,Cup 16oz,1,pc,base
Non-Coffee Frappe,Chocolate Chip Cream,grande,Sealing Film,1,pc,base
Non-Coffee Frappe,Chocolate Chip Cream,grande,Chocolate Chips,20,g,base
Non-Coffee Frappe,Chocolate Chip Cream,venti,Frappe Base,40,ml,base
Non-Coffee Frappe,Chocolate Chip Cream,venti,Milk,140,ml,base
Non-Coffee Frappe,Chocolate Chip Cream,venti,Ice,300,g,base
Non-Coffee Frappe,Chocolate Chip Cream,venti,Cup 22oz,1,pc,base
Non-Coffee Frappe,Chocolate Chip Cream,venti,Sealing Film,1,pc,base
Non-Coffee Frappe,Chocolate Chip Cream,venti,Chocolate Chips,28,g,base
Non-Coffee Frappe,Nutella Cream,grande,Frappe Base,30,ml,base
Non-Coffee Frappe,Nutella Cream,grande,Milk,100,ml,base
Non-Coffee Frappe,Nutella Cream,grande,Ice,220,g,base
Non-Coffee Frappe,Nutella Cream,grande,Cup 16oz,1,pc,base
Non-Coffee Frappe,Nutella Cream,grande,Sealing Film,1,pc,base
Non-Coffee Frappe,Nutella Cream,grande,Nutella Spread,25,g,base
Non-Coffee Frappe,Nutella Cream,venti,Frappe Base,40,ml,base
Non-Coffee Frappe,Nutella Cream,venti,Milk,140,ml,base
Non-Coffee Frappe,Nutella Cream,venti,Ice,300,g,base
Non-Coffee Frappe,Nutella Cream,venti,Cup 22oz,1,pc,base
Non-Coffee Frappe,Nutella Cream,venti,Sealing Film,1,pc,base
Non-Coffee Frappe,Nutella Cream,venti,Nutella Spread,35,g,base
Cà Phê Espresso,Americano,grande,Espresso Shot,1,shot,base
Cà Phê Espresso,Americano,grande,Ice,180,g,base
Cà Phê Espresso,Americano,grande,Cup 16oz,1,pc,base
Cà Phê Espresso,Americano,grande,Sealing Film,1,pc,base
Cà Phê Espresso,Americano,grande,Water,120,ml,base
Cà Phê Espresso,Americano,venti,Espresso Shot,2,shot,base
Cà Phê Espresso,Americano,venti,Ice,250,g,base
Cà Phê Espresso,Americano,venti,Cup 22oz,1,pc,base
Cà Phê Espresso,Americano,venti,Sealing Film,1,pc,base
Cà Phê Espresso,Americano,venti,Water,170,ml,base
Cà Phê Espresso,Cà Phê Español,grande,Espresso Shot,1,shot,base
Cà Phê Espresso,Cà Phê Español,grande,Ice,180,g,base
Cà Phê Espresso,Cà Phê Español,grande,Cup 16oz,1,pc,base
Cà Phê Espresso,Cà Phê Español,grande,Sealing Film,1,pc,base
Cà Phê Espresso,Cà Phê Español,grande,Milk,100,ml,base
Cà Phê Espresso,Cà Phê Español,grande,Condensed Milk,25,ml,base
Cà Phê Espresso,Cà Phê Español,venti,Espresso Shot,2,shot,base
Cà Phê Espresso,Cà Phê Español,venti,Ice,250,g,base
Cà Phê Espresso,Cà Phê Español,venti,Cup 22oz,1,pc,base
Cà Phê Espresso,Cà Phê Español,venti,Sealing Film,1,pc,base
Cà Phê Espresso,Cà Phê Español,venti,Milk,140,ml,base
Cà Phê Espresso,Cà Phê Español,venti,Condensed Milk,35,ml,base
Cà Phê Espresso,Iced Latte,grande,Espresso Shot,1,shot,base
Cà Phê Espresso,Iced Latte,grande,Ice,180,g,base
Cà Phê Espresso,Iced Latte,grande,Cup 16oz,1,pc,base
Cà Phê Espresso,Iced Latte,grande,Sealing Film,1,pc,base
Cà Phê Espresso,Iced Latte,grande,Milk,100,ml,base
Cà Phê Espresso,Iced Latte,venti,Espresso Shot,2,shot,base
Cà Phê Espresso,Iced Latte,venti,Ice,250,g,base
Cà Phê Espresso,Iced Latte,venti,Cup 22oz,1,pc,base
Cà Phê Espresso,Iced Latte,venti,Sealing Film,1,pc,base
Cà Phê Espresso,Iced Latte,venti,Milk,140,ml,base
Cà Phê Espresso,Matcha Latte,grande,Espresso Shot,1,shot,base
Cà Phê Espresso,Matcha Latte,grande,Ice,180,g,base
Cà Phê Espresso,Matcha Latte,grande,Cup 16oz,1,pc,base
Cà Phê Espresso,Matcha Latte,grande,Sealing Film,1,pc,base
Cà Phê Espresso,Matcha Latte,grande,Milk,100,ml,base
Cà Phê Espresso,Matcha Latte,grande,Matcha Powder,20,g,base
Cà Phê Espresso,Matcha Latte,venti,Espresso Shot,2,shot,base
Cà Phê Espresso,Matcha Latte,venti,Ice,250,g,base
Cà Phê Espresso,Matcha Latte,venti,Cup 22oz,1,pc,base
Cà Phê Espresso,Matcha Latte,venti,Sealing Film,1,pc,base
Cà Phê Espresso,Matcha Latte,venti,Milk,140,ml,base
Cà Phê Espresso,Matcha Latte,venti,Matcha Powder,28,g,base
Cà Phê Espresso,Salted Caramel,grande,Espresso Shot,1,shot,base
Cà Phê Espresso,Salted Caramel,grande,Ice,180,g,base
Cà Phê Espresso,Salted Caramel,grande,Cup 16oz,1,pc,base
Cà Phê Espresso,Salted Caramel,grande,Sealing Film,1,pc,base
Cà Phê Espresso,Salted Caramel,grande,Milk,100,ml,base
Cà Phê Espresso,Salted Caramel,grande,Salted Caramel Syrup,20,ml,base
Cà Phê Espresso,Salted Caramel,venti,Espresso Shot,2,shot,base
Cà Phê Espresso,Salted Caramel,venti,Ice,250,g,base
Cà Phê Espresso,Salted Caramel,venti,Cup 22oz,1,pc,base
Cà Phê Espresso,Salted Caramel,venti,Sealing Film,1,pc,base
Cà Phê Espresso,Salted Caramel,venti,Milk,140,ml,base
Cà Phê Espresso,Salted Caramel,venti,Salted Caramel Syrup,30,ml,base
Cà Phê Espresso,Oreo Latte,grande,Espresso Shot,1,shot,base
Cà Phê Espresso,Oreo Latte,grande,Ice,180,g,base
Cà Phê Espresso,Oreo Latte,grande,Cup 16oz,1,pc,base
Cà Phê Espresso,Oreo Latte,grande,Sealing Film,1,pc,base
